id,time,variable,value
AS14.09,2014-04-10,appCat.builtin,116.389
AS14.09,2014-04-10,appCat.communication,826.867
AS14.09,2014-04-10,appCat.entertainment,921.554
AS14.09,2014-04-10,appCat.other,19.387
AS14.09,2014-04-10,appCat.social,196.27100000000002
AS14.09,2014-04-10,appCat.unknown,77.658
AS14.09,2014-04-10,appCat.utilities,2.019
AS14.09,2014-04-10,call,1.0
AS14.09,2014-04-10,circumplex.arousal,0.75
AS14.09,2014-04-10,circumplex.valence,0.0
AS14.09,2014-04-10,downtime,875564.754
AS14.09,2014-04-10,mood,6.0
AS14.09,2014-04-11,activity,0.8
AS14.09,2014-04-11,appCat.builtin,2.008
AS14.09,2014-04-11,appCat.communication,765.301
AS14.09,2014-04-11,appCat.entertainment,690.963
AS14.09,2014-04-11,appCat.finance,23.749
AS14.09,2014-04-11,appCat.other,19.296
AS14.09,2014-04-11,appCat.travel,598.908
AS14.09,2014-04-11,appCat.unknown,153.30700000000002
AS14.09,2014-04-11,circumplex.arousal,0.0
AS14.09,2014-04-11,circumplex.valence,0.6
AS14.09,2014-04-11,downtime,823858.439
AS14.09,2014-04-11,mood,6.8
AS14.09,2014-04-12,activity,0.6249999999999999
AS14.09,2014-04-12,appCat.communication,1664.717
AS14.09,2014-04-12,appCat.entertainment,1146.349
AS14.09,2014-04-12,appCat.other,52.752
AS14.09,2014-04-12,appCat.utilities,59.098000000000006
AS14.09,2014-04-12,call,2.0
AS14.09,2014-04-12,circumplex.arousal,0.0
AS14.09,2014-04-12,circumplex.valence,0.8
AS14.09,2014-04-12,downtime,694135.4299999999
AS14.09,2014-04-12,mood,7.0
AS14.09,2014-04-13,activity,1.0333333333333332
AS14.09,2014-04-13,appCat.builtin,12.187
AS14.09,2014-04-13,appCat.communication,503.457
AS14.09,2014-04-13,appCat.entertainment,273.882
AS14.09,2014-04-13,appCat.other,15.207999999999998
AS14.09,2014-04-13,appCat.travel,411.041
AS14.09,2014-04-13,appCat.utilities,1.008
AS14.09,2014-04-13,circumplex.arousal,-0.8
AS14.09,2014-04-13,circumplex.valence,0.0
AS14.09,2014-04-13,downtime,888385.36
AS14.09,2014-04-13,mood,6.0
AS14.09,2014-04-13,sms,1.0
AS14.09,2014-04-14,activity,0.41666666666666596
AS14.09,2014-04-14,appCat.builtin,75.483
AS14.09,2014-04-14,appCat.communication,186.686
AS14.09,2014-04-14,appCat.entertainment,482.67
AS14.09,2014-04-14,appCat.office,5.029
AS14.09,2014-04-14,appCat.other,25.479
AS14.09,2014-04-14,appCat.travel,77.72
AS14.09,2014-04-14,call,1.0
AS14.09,2014-04-14,circumplex.arousal,-0.2
AS14.09,2014-04-14,circumplex.valence,-0.2
AS14.09,2014-04-14,downtime,860767.031
AS14.09,2014-04-14,mood,5.8
AS14.09,2014-04-14,sms,1.0
AS14.09,2014-04-15,activity,0.7083333333333335
AS14.09,2014-04-15,appCat.builtin,120.66499999999999
AS14.09,2014-04-15,appCat.communication,595.632
AS14.09,2014-04-15,appCat.entertainment,1042.797
AS14.09,2014-04-15,appCat.finance,148.776
AS14.09,2014-04-15,appCat.other,11.277000000000001
AS14.09,2014-04-15,call,1.0
AS14.09,2014-04-15,circumplex.arousal,0.0
AS14.09,2014-04-15,circumplex.valence,0.0
AS14.09,2014-04-15,downtime,883972.81
AS14.09,2014-04-15,mood,6.0
AS14.09,2014-04-15,sms,1.0
AS14.09,2014-04-16,activity,0.1090909090909091
AS14.09,2014-04-16,appCat.builtin,10.120999999999999
AS14.09,2014-04-16,appCat.communication,262.839
AS14.09,2014-04-16,appCat.entertainment,419.492
AS14.09,2014-04-16,appCat.other,29.612
AS14.09,2014-04-16,circumplex.arousal,-0.5
AS14.09,2014-04-16,circumplex.valence,-0.25
AS14.09,2014-04-16,downtime,774274.082
AS14.09,2014-04-16,mood,5.5
AS14.09,2014-04-17,activity,2.098674242424243
AS14.09,2014-04-17,appCat.builtin,31.595999999999997
AS14.09,2014-04-17,appCat.communication,1268.037
AS14.09,2014-04-17,appCat.entertainment,651.998
AS14.09,2014-04-17,appCat.finance,36.512
AS14.09,2014-04-17,appCat.other,32.259
AS14.09,2014-04-17,appCat.travel,43.024
AS14.09,2014-04-17,appCat.unknown,151.641
AS14.09,2014-04-17,appCat.utilities,5.107
AS14.09,2014-04-17,call,1.0
AS14.09,2014-04-17,circumplex.arousal,0.0
AS14.09,2014-04-17,circumplex.valence,0.75
AS14.09,2014-04-17,downtime,849664.854
AS14.09,2014-04-17,mood,7.0
AS14.09,2014-04-17,sms,1.0
AS14.09,2014-04-18,activity,1.2621212121212124
AS14.09,2014-04-18,appCat.builtin,130.091
AS14.09,2014-04-18,appCat.communication,516.495
AS14.09,2014-04-18,appCat.entertainment,1488.692
AS14.09,2014-04-18,appCat.finance,80.219
AS14.09,2014-04-18,appCat.office,72.352
AS14.09,2014-04-18,appCat.other,12.053
AS14.09,2014-04-18,appCat.social,38.117
AS14.09,2014-04-18,appCat.travel,22.127
AS14.09,2014-04-18,appCat.utilities,3.0109999999999997
AS14.09,2014-04-18,call,2.0
AS14.09,2014-04-18,circumplex.arousal,-1.2
AS14.09,2014-04-18,circumplex.valence,0.6
AS14.09,2014-04-18,downtime,1124100.7
AS14.09,2014-04-18,mood,6.6
AS14.09,2014-04-18,sms,1.0
AS14.09,2014-04-19,activity,1.5840909090909092
AS14.09,2014-04-19,appCat.builtin,13.157
AS14.09,2014-04-19,appCat.communication,761.494
AS14.09,2014-04-19,appCat.entertainment,584.2470000000001
AS14.09,2014-04-19,appCat.office,4.028
AS14.09,2014-04-19,appCat.other,20.803
AS14.09,2014-04-19,appCat.social,36.476
AS14.09,2014-04-19,appCat.travel,475.38599999999997
AS14.09,2014-04-19,circumplex.arousal,0.25
AS14.09,2014-04-19,circumplex.valence,1.0
AS14.09,2014-04-19,downtime,716038.987
AS14.09,2014-04-19,mood,8.0
AS14.09,2014-04-20,activity,0.664772727272727
AS14.09,2014-04-20,appCat.builtin,2.012
AS14.09,2014-04-20,appCat.communication,248.21
AS14.09,2014-04-20,appCat.entertainment,208.97
AS14.09,2014-04-20,appCat.social,267.892
AS14.09,2014-04-20,appCat.travel,61.328
AS14.09,2014-04-20,circumplex.arousal,0.0
AS14.09,2014-04-20,circumplex.valence,0.25
AS14.09,2014-04-20,downtime,648243.8049999999
AS14.09,2014-04-20,mood,6.25
AS14.09,2014-04-21,activity,0.2755681818181819
AS14.09,2014-04-21,appCat.builtin,66.726
AS14.09,2014-04-21,appCat.communication,66.779
AS14.09,2014-04-21,appCat.entertainment,554.8820000000001
AS14.09,2014-04-21,appCat.finance,32.886
AS14.09,2014-04-21,appCat.other,16.339
AS14.09,2014-04-21,appCat.unknown,108.031
AS14.09,2014-04-21,appCat.utilities,2.205
AS14.09,2014-04-21,call,2.0
AS14.09,2014-04-21,circumplex.arousal,-1.0
AS14.09,2014-04-21,circumplex.valence,0.5
AS14.09,2014-04-21,downtime,696583.123
AS14.09,2014-04-21,mood,6.5
AS14.09,2014-04-22,activity,0.7727272727272726
AS14.09,2014-04-22,appCat.builtin,814.349
AS14.09,2014-04-22,appCat.communication,835.922
AS14.09,2014-04-22,appCat.entertainment,1426.935
AS14.09,2014-04-22,appCat.social,26.468
AS14.09,2014-04-22,call,15.0
AS14.09,2014-04-22,circumplex.arousal,-0.2
AS14.09,2014-04-22,circumplex.valence,0.4
AS14.09,2014-04-22,downtime,843289.442
AS14.09,2014-04-22,mood,6.6
AS14.09,2014-04-23,activity,0.4706439393939394
AS14.09,2014-04-23,appCat.builtin,810.7320000000001
AS14.09,2014-04-23,appCat.communication,765.12
AS14.09,2014-04-23,appCat.entertainment,1200.412
AS14.09,2014-04-23,appCat.finance,71.327
AS14.09,2014-04-23,appCat.other,23.765
AS14.09,2014-04-23,appCat.social,28.135
AS14.09,2014-04-23,appCat.unknown,30.26
AS14.09,2014-04-23,call,2.0
AS14.09,2014-04-23,circumplex.arousal,-0.3333333333333333
AS14.09,2014-04-23,circumplex.valence,0.3333333333333333
AS14.09,2014-04-23,downtime,813319.7760000001
AS14.09,2014-04-23,mood,6.333333333333333
AS14.09,2014-04-23,sms,2.0
AS14.09,2014-04-24,activity,0.630492424242424
AS14.09,2014-04-24,appCat.builtin,23.392
AS14.09,2014-04-24,appCat.communication,302.979
AS14.09,2014-04-24,appCat.entertainment,422.545
AS14.09,2014-04-24,appCat.other,7.085
AS14.09,2014-04-24,appCat.travel,4.024
AS14.09,2014-04-24,appCat.weather,5.032
AS14.09,2014-04-24,call,5.0
AS14.09,2014-04-24,circumplex.arousal,0.2
AS14.09,2014-04-24,circumplex.valence,1.0
AS14.09,2014-04-24,downtime,833840.738
AS14.09,2014-04-24,mood,7.2
AS14.09,2014-04-25,activity,1.853030303030303
AS14.09,2014-04-25,appCat.builtin,4.023
AS14.09,2014-04-25,appCat.communication,644.268
AS14.09,2014-04-25,appCat.entertainment,976.648
AS14.09,2014-04-25,appCat.finance,47.889
AS14.09,2014-04-25,appCat.other,25.513
AS14.09,2014-04-25,appCat.unknown,71.26
AS14.09,2014-04-25,appCat.weather,14.066
AS14.09,2014-04-25,circumplex.arousal,0.25
AS14.09,2014-04-25,circumplex.valence,1.0
AS14.09,2014-04-25,downtime,837518.863
AS14.09,2014-04-25,mood,7.25
AS14.09,2014-04-26,activity,1.9848484848484855
AS14.09,2014-04-26,appCat.builtin,74.732
AS14.09,2014-04-26,appCat.communication,1051.722
AS14.09,2014-04-26,appCat.entertainment,404.52
AS14.09,2014-04-26,appCat.finance,203.255
AS14.09,2014-04-26,appCat.other,38.775
AS14.09,2014-04-26,appCat.social,8.226
AS14.09,2014-04-26,appCat.weather,25.462
AS14.09,2014-04-26,circumplex.arousal,0.0
AS14.09,2014-04-26,circumplex.valence,1.0
AS14.09,2014-04-26,downtime,992899.966
AS14.09,2014-04-26,mood,8.0
AS14.09,2014-04-27,circumplex.arousal,-1.0
AS14.09,2014-04-27,circumplex.valence,0.25
AS14.09,2014-04-27,downtime,226800.0
AS14.09,2014-04-27,mood,6.25
AS14.09,2014-04-28,circumplex.arousal,0.0
AS14.09,2014-04-28,circumplex.valence,0.6
AS14.09,2014-04-28,downtime,291600.0
AS14.09,2014-04-28,mood,6.6
AS14.09,2014-04-29,circumplex.arousal,-0.5
AS14.09,2014-04-29,circumplex.valence,0.5
AS14.09,2014-04-29,downtime,259200.0
AS14.09,2014-04-29,mood,6.75
AS14.09,2014-04-30,circumplex.arousal,-0.5
AS14.09,2014-04-30,circumplex.valence,0.75
AS14.09,2014-04-30,downtime,259200.0
AS14.09,2014-04-30,mood,7.0
AS14.09,2014-05-01,circumplex.arousal,-0.25
AS14.09,2014-05-01,circumplex.valence,0.75
AS14.09,2014-05-01,downtime,259200.0
AS14.09,2014-05-01,mood,7.5
AS14.09,2014-05-02,circumplex.arousal,0.0
AS14.09,2014-05-02,circumplex.valence,0.8
AS14.09,2014-05-02,downtime,259200.0
AS14.09,2014-05-02,mood,7.6
AS14.09,2014-05-03,circumplex.arousal,0.25
AS14.09,2014-05-03,circumplex.valence,0.75
AS14.09,2014-05-03,downtime,259200.0
AS14.09,2014-05-03,mood,7.75
AS14.09,2014-05-04,circumplex.arousal,0.2
AS14.09,2014-05-04,circumplex.valence,0.4
AS14.09,2014-05-04,downtime,259200.0
AS14.09,2014-05-04,mood,6.6
AS14.09,2014-05-05,circumplex.arousal,-1.0
AS14.09,2014-05-05,circumplex.valence,0.5
AS14.09,2014-05-05,downtime,162000.0
AS14.09,2014-05-05,mood,6.0
AS14.12,2014-02-19,sms,1.0
AS14.12,2014-02-20,call,1.0
AS14.12,2014-02-21,call,2.0
AS14.12,2014-02-21,downtime,95295.193
AS14.12,2014-02-22,call,4.0
AS14.12,2014-02-22,downtime,72363.07400000001
AS14.12,2014-02-23,call,2.0
AS14.12,2014-02-23,downtime,57716.031
AS14.12,2014-02-24,call,2.0
AS14.12,2014-02-24,downtime,103.369
AS14.12,2014-02-26,call,9.0
AS14.12,2014-02-26,downtime,46715.628
AS14.12,2014-02-26,sms,1.0
AS14.12,2014-02-27,call,3.0
AS14.12,2014-02-27,downtime,78503.451
AS14.12,2014-02-28,call,2.0
AS14.12,2014-02-28,downtime,73789.35500000001
AS14.12,2014-03-01,call,5.0
AS14.12,2014-03-01,downtime,108884.455
AS14.12,2014-03-02,call,1.0
AS14.12,2014-03-02,downtime,52054.966
AS14.12,2014-03-03,call,1.0
AS14.12,2014-03-04,call,2.0
AS14.12,2014-03-04,downtime,70716.269
AS14.12,2014-03-05,sms,1.0
AS14.12,2014-03-07,call,8.0
AS14.12,2014-03-07,downtime,99746.939
AS14.12,2014-03-07,sms,7.0
AS14.12,2014-03-08,call,4.0
AS14.12,2014-03-08,downtime,176387.772
AS14.12,2014-03-08,sms,1.0
AS14.12,2014-03-09,downtime,8553.598
AS14.12,2014-03-09,sms,1.0
AS14.12,2014-03-10,call,2.0
AS14.12,2014-03-10,downtime,219.681
AS14.12,2014-03-12,call,1.0
AS14.12,2014-03-14,call,5.0
AS14.12,2014-03-14,downtime,67918.672
AS14.12,2014-03-14,sms,2.0
AS14.12,2014-03-15,call,4.0
AS14.12,2014-03-15,circumplex.arousal,0.0
AS14.12,2014-03-15,circumplex.valence,-0.5
AS14.12,2014-03-15,downtime,94099.77900000001
AS14.12,2014-03-15,mood,5.5
AS14.12,2014-03-15,sms,3.0
AS14.12,2014-03-16,call,2.0
AS14.12,2014-03-16,downtime,23386.007
AS14.12,2014-03-18,call,1.0
AS14.12,2014-03-19,call,1.0
AS14.12,2014-03-20,call,1.0
AS14.12,2014-03-20,downtime,78565.572
AS14.12,2014-03-21,call,2.0
AS14.12,2014-03-21,downtime,36.646
AS14.12,2014-03-25,call,2.0
AS14.12,2014-03-25,downtime,36649.657
AS14.12,2014-03-25,sms,1.0
AS14.12,2014-03-27,activity,1.9277769752883889
AS14.12,2014-03-27,appCat.builtin,735.716
AS14.12,2014-03-27,appCat.communication,930.649
AS14.12,2014-03-27,appCat.entertainment,207.387
AS14.12,2014-03-27,appCat.other,71.905
AS14.12,2014-03-27,appCat.social,4393.594
AS14.12,2014-03-27,appCat.utilities,5.052
AS14.12,2014-03-27,call,2.0
AS14.12,2014-03-27,circumplex.arousal,-0.5
AS14.12,2014-03-27,circumplex.valence,1.0
AS14.12,2014-03-27,downtime,382237.142
AS14.12,2014-03-27,mood,7.0
AS14.12,2014-03-28,activity,2.6925287356321848
AS14.12,2014-03-28,appCat.builtin,4855.0869999999995
AS14.12,2014-03-28,appCat.communication,2540.571
AS14.12,2014-03-28,appCat.entertainment,3861.5420000000004
AS14.12,2014-03-28,appCat.other,77.908
AS14.12,2014-03-28,appCat.social,3569.373
AS14.12,2014-03-28,appCat.utilities,14.169
AS14.12,2014-03-28,call,9.0
AS14.12,2014-03-28,circumplex.arousal,0.0
AS14.12,2014-03-28,circumplex.valence,0.75
AS14.12,2014-03-28,downtime,877868.954
AS14.12,2014-03-28,mood,6.75
AS14.12,2014-03-29,activity,3.0258016662702794
AS14.12,2014-03-29,appCat.builtin,6546.763999999999
AS14.12,2014-03-29,appCat.communication,1318.068
AS14.12,2014-03-29,appCat.entertainment,1001.059
AS14.12,2014-03-29,appCat.other,51.707
AS14.12,2014-03-29,appCat.social,1167.0040000000001
AS14.12,2014-03-29,appCat.travel,101.11800000000001
AS14.12,2014-03-29,appCat.unknown,60.299
AS14.12,2014-03-29,appCat.utilities,8.12
AS14.12,2014-03-29,call,5.0
AS14.12,2014-03-29,circumplex.arousal,1.0
AS14.12,2014-03-29,circumplex.valence,1.0
AS14.12,2014-03-29,downtime,1036269.618
AS14.12,2014-03-29,mood,6.75
AS14.12,2014-03-30,activity,1.1500613936317647
AS14.12,2014-03-30,appCat.builtin,805.483
AS14.12,2014-03-30,appCat.communication,790.708
AS14.12,2014-03-30,appCat.entertainment,473.693
AS14.12,2014-03-30,appCat.other,53.669
AS14.12,2014-03-30,appCat.social,914.519
AS14.12,2014-03-30,appCat.utilities,15.117
AS14.12,2014-03-30,call,1.0
AS14.12,2014-03-30,circumplex.arousal,-0.2
AS14.12,2014-03-30,circumplex.valence,0.25
AS14.12,2014-03-30,downtime,841305.287
AS14.12,2014-03-30,mood,5.8
AS14.12,2014-03-31,activity,1.7411157615948412
AS14.12,2014-03-31,appCat.builtin,954.035
AS14.12,2014-03-31,appCat.communication,633.707
AS14.12,2014-03-31,appCat.entertainment,411.651
AS14.12,2014-03-31,appCat.finance,11.04
AS14.12,2014-03-31,appCat.game,11.03
AS14.12,2014-03-31,appCat.office,17.189
AS14.12,2014-03-31,appCat.other,47.557
AS14.12,2014-03-31,appCat.social,939.671
AS14.12,2014-03-31,appCat.travel,772.399
AS14.12,2014-03-31,call,1.0
AS14.12,2014-03-31,circumplex.arousal,0.4
AS14.12,2014-03-31,circumplex.valence,0.4
AS14.12,2014-03-31,downtime,967177.438
AS14.12,2014-03-31,mood,6.4
AS14.12,2014-04-01,activity,3.3790117162082978
AS14.12,2014-04-01,appCat.builtin,1334.388
AS14.12,2014-04-01,appCat.communication,2928.829
AS14.12,2014-04-01,appCat.entertainment,751.292
AS14.12,2014-04-01,appCat.finance,55.378
AS14.12,2014-04-01,appCat.game,3.766
AS14.12,2014-04-01,appCat.other,44.646
AS14.12,2014-04-01,appCat.social,3253.437
AS14.12,2014-04-01,appCat.travel,68.079
AS14.12,2014-04-01,call,2.0
AS14.12,2014-04-01,circumplex.arousal,0.4
AS14.12,2014-04-01,circumplex.valence,0.75
AS14.12,2014-04-01,downtime,927431.75
AS14.12,2014-04-01,mood,6.4
AS14.12,2014-04-02,activity,3.382385232149263
AS14.12,2014-04-02,appCat.builtin,841.662
AS14.12,2014-04-02,appCat.communication,2319.867
AS14.12,2014-04-02,appCat.entertainment,759.095
AS14.12,2014-04-02,appCat.finance,128.498
AS14.12,2014-04-02,appCat.office,397.502
AS14.12,2014-04-02,appCat.other,77.779
AS14.12,2014-04-02,appCat.social,2587.372
AS14.12,2014-04-02,appCat.travel,25.71
AS14.12,2014-04-02,call,3.0
AS14.12,2014-04-02,circumplex.arousal,-0.4
AS14.12,2014-04-02,circumplex.valence,0.3333333333333333
AS14.12,2014-04-02,downtime,956543.187
AS14.12,2014-04-02,mood,6.0
AS14.12,2014-04-03,activity,3.776190476190476
AS14.12,2014-04-03,appCat.builtin,2386.118
AS14.12,2014-04-03,appCat.communication,2760.775
AS14.12,2014-04-03,appCat.entertainment,1194.806
AS14.12,2014-04-03,appCat.finance,133.62
AS14.12,2014-04-03,appCat.office,848.027
AS14.12,2014-04-03,appCat.other,40.629999999999995
AS14.12,2014-04-03,appCat.social,4213.197
AS14.12,2014-04-03,appCat.travel,373.786
AS14.12,2014-04-03,call,3.0
AS14.12,2014-04-03,circumplex.arousal,0.4
AS14.12,2014-04-03,circumplex.valence,0.0
AS14.12,2014-04-03,downtime,1109105.45
AS14.12,2014-04-03,mood,5.4
AS14.12,2014-04-04,activity,3.330717371694441
AS14.12,2014-04-04,appCat.builtin,1238.833
AS14.12,2014-04-04,appCat.communication,1244.954
AS14.12,2014-04-04,appCat.entertainment,359.466
AS14.12,2014-04-04,appCat.office,525.1370000000001
AS14.12,2014-04-04,appCat.other,45.5
AS14.12,2014-04-04,appCat.social,2331.898
AS14.12,2014-04-04,appCat.travel,1689.117
AS14.12,2014-04-04,call,8.0
AS14.12,2014-04-04,circumplex.arousal,0.75
AS14.12,2014-04-04,circumplex.valence,0.6666666666666666
AS14.12,2014-04-04,downtime,940367.579
AS14.12,2014-04-04,mood,6.5
AS14.12,2014-04-04,sms,3.0
AS14.12,2014-04-05,activity,3.607159522324873
AS14.12,2014-04-05,appCat.builtin,1613.18
AS14.12,2014-04-05,appCat.communication,212.44
AS14.12,2014-04-05,appCat.entertainment,1451.876
AS14.12,2014-04-05,appCat.finance,39.611000000000004
AS14.12,2014-04-05,appCat.game,4.009
AS14.12,2014-04-05,appCat.other,66.791
AS14.12,2014-04-05,appCat.social,2087.258
AS14.12,2014-04-05,appCat.travel,214.084
AS14.12,2014-04-05,call,3.0
AS14.12,2014-04-05,circumplex.arousal,0.0
AS14.12,2014-04-05,circumplex.valence,0.4
AS14.12,2014-04-05,downtime,1016547.014
AS14.12,2014-04-05,mood,6.2
AS14.12,2014-04-05,sms,1.0
AS14.12,2014-04-06,activity,2.0930668673615727
AS14.12,2014-04-06,appCat.builtin,567.62
AS14.12,2014-04-06,appCat.communication,165.981
AS14.12,2014-04-06,appCat.entertainment,636.325
AS14.12,2014-04-06,appCat.other,39.345
AS14.12,2014-04-06,appCat.social,1061.839
AS14.12,2014-04-06,appCat.travel,346.34400000000005
AS14.12,2014-04-06,circumplex.arousal,0.25
AS14.12,2014-04-06,circumplex.valence,0.75
AS14.12,2014-04-06,downtime,878977.628
AS14.12,2014-04-06,mood,6.25
AS14.12,2014-04-07,activity,3.015722864560208
AS14.12,2014-04-07,appCat.builtin,1598.445
AS14.12,2014-04-07,appCat.communication,654.444
AS14.12,2014-04-07,appCat.entertainment,777.991
AS14.12,2014-04-07,appCat.finance,49.379
AS14.12,2014-04-07,appCat.game,108.33800000000001
AS14.12,2014-04-07,appCat.office,5.036
AS14.12,2014-04-07,appCat.other,59.736
AS14.12,2014-04-07,appCat.social,2723.026
AS14.12,2014-04-07,appCat.travel,248.585
AS14.12,2014-04-07,appCat.utilities,42.897999999999996
AS14.12,2014-04-07,circumplex.arousal,0.2
AS14.12,2014-04-07,circumplex.valence,1.0
AS14.12,2014-04-07,downtime,977970.769
AS14.12,2014-04-07,mood,6.4
AS14.12,2014-04-08,activity,2.8237193182357694
AS14.12,2014-04-08,appCat.builtin,3070.942
AS14.12,2014-04-08,appCat.communication,1390.59
AS14.12,2014-04-08,appCat.entertainment,1452.768
AS14.12,2014-04-08,appCat.finance,196.12099999999998
AS14.12,2014-04-08,appCat.office,98.882
AS14.12,2014-04-08,appCat.other,44.583
AS14.12,2014-04-08,appCat.social,3365.645
AS14.12,2014-04-08,appCat.travel,117.344
AS14.12,2014-04-08,call,2.0
AS14.12,2014-04-08,circumplex.arousal,0.0
AS14.12,2014-04-08,circumplex.valence,0.25
AS14.12,2014-04-08,downtime,1065837.567
AS14.12,2014-04-08,mood,6.25
AS14.12,2014-04-09,activity,3.972401497057019
AS14.12,2014-04-09,appCat.builtin,30519.818
AS14.12,2014-04-09,appCat.communication,1768.844
AS14.12,2014-04-09,appCat.entertainment,2337.654
AS14.12,2014-04-09,appCat.finance,38.118
AS14.12,2014-04-09,appCat.game,179.81300000000002
AS14.12,2014-04-09,appCat.office,179.947
AS14.12,2014-04-09,appCat.other,41.01
AS14.12,2014-04-09,appCat.social,3970.779
AS14.12,2014-04-09,appCat.travel,65.869
AS14.12,2014-04-09,appCat.utilities,17.396
AS14.12,2014-04-09,circumplex.arousal,0.0
AS14.12,2014-04-09,circumplex.valence,-0.5
AS14.12,2014-04-09,downtime,884417.242
AS14.12,2014-04-09,mood,5.25
AS14.12,2014-04-10,activity,3.211698802357756
AS14.12,2014-04-10,appCat.builtin,2114.53
AS14.12,2014-04-10,appCat.communication,547.5509999999999
AS14.12,2014-04-10,appCat.entertainment,438.221
AS14.12,2014-04-10,appCat.game,5.149
AS14.12,2014-04-10,appCat.other,56.132
AS14.12,2014-04-10,appCat.social,4960.509
AS14.12,2014-04-10,circumplex.arousal,0.2
AS14.12,2014-04-10,circumplex.valence,0.6
AS14.12,2014-04-10,downtime,961746.232
AS14.12,2014-04-10,mood,6.4
AS14.12,2014-04-11,activity,1.7162564032041812
AS14.12,2014-04-11,appCat.builtin,9721.517
AS14.12,2014-04-11,appCat.communication,169.195
AS14.12,2014-04-11,appCat.entertainment,381.991
AS14.12,2014-04-11,appCat.other,45.553
AS14.12,2014-04-11,appCat.social,2574.388
AS14.12,2014-04-11,appCat.travel,232.482
AS14.12,2014-04-11,call,2.0
AS14.12,2014-04-11,circumplex.arousal,-0.5
AS14.12,2014-04-11,circumplex.valence,1.0
AS14.12,2014-04-11,downtime,882025.336
AS14.12,2014-04-11,mood,6.6
AS14.12,2014-04-12,activity,2.0167683430611367
AS14.12,2014-04-12,appCat.builtin,2864.401
AS14.12,2014-04-12,appCat.communication,1886.542
AS14.12,2014-04-12,appCat.entertainment,673.54
AS14.12,2014-04-12,appCat.office,11.059
AS14.12,2014-04-12,appCat.other,72.906
AS14.12,2014-04-12,appCat.social,2253.308
AS14.12,2014-04-12,appCat.travel,597.033
AS14.12,2014-04-12,appCat.utilities,12.068
AS14.12,2014-04-12,circumplex.arousal,0.0
AS14.12,2014-04-12,circumplex.valence,0.8
AS14.12,2014-04-12,downtime,955478.1259999999
AS14.12,2014-04-12,mood,6.8
AS14.12,2014-04-13,activity,2.2891997991414526
AS14.12,2014-04-13,appCat.builtin,1239.1779999999999
AS14.12,2014-04-13,appCat.communication,1637.8729999999998
AS14.12,2014-04-13,appCat.entertainment,1137.717
AS14.12,2014-04-13,appCat.office,45.218
AS14.12,2014-04-13,appCat.other,70.062
AS14.12,2014-04-13,appCat.social,4090.987
AS14.12,2014-04-13,appCat.travel,156.096
AS14.12,2014-04-13,appCat.utilities,5.019
AS14.12,2014-04-13,call,3.0
AS14.12,2014-04-13,circumplex.arousal,0.6
AS14.12,2014-04-13,circumplex.valence,0.0
AS14.12,2014-04-13,downtime,1000992.738
AS14.12,2014-04-13,mood,5.6
AS14.12,2014-04-14,activity,2.098180458624128
AS14.12,2014-04-14,appCat.builtin,1622.191
AS14.12,2014-04-14,appCat.communication,1086.819
AS14.12,2014-04-14,appCat.entertainment,1671.033
AS14.12,2014-04-14,appCat.finance,22.081
AS14.12,2014-04-14,appCat.other,74.521
AS14.12,2014-04-14,appCat.social,3227.4790000000003
AS14.12,2014-04-14,appCat.utilities,10.109
AS14.12,2014-04-14,call,1.0
AS14.12,2014-04-14,circumplex.arousal,-0.4
AS14.12,2014-04-14,circumplex.valence,0.8
AS14.12,2014-04-14,downtime,989144.5549999999
AS14.12,2014-04-14,mood,6.6
AS14.12,2014-04-15,activity,2.8812119312384366
AS14.12,2014-04-15,appCat.builtin,2352.609
AS14.12,2014-04-15,appCat.communication,2162.354
AS14.12,2014-04-15,appCat.entertainment,277.298
AS14.12,2014-04-15,appCat.finance,40.322
AS14.12,2014-04-15,appCat.office,173.566
AS14.12,2014-04-15,appCat.other,53.344
AS14.12,2014-04-15,appCat.social,3179.647
AS14.12,2014-04-15,appCat.utilities,5.128
AS14.12,2014-04-15,call,6.0
AS14.12,2014-04-15,circumplex.arousal,0.2
AS14.12,2014-04-15,circumplex.valence,1.0
AS14.12,2014-04-15,downtime,1046985.332
AS14.12,2014-04-15,mood,6.8
AS14.12,2014-04-16,activity,4.754381582494969
AS14.12,2014-04-16,appCat.builtin,2876.7180000000003
AS14.12,2014-04-16,appCat.communication,2180.453
AS14.12,2014-04-16,appCat.entertainment,990.051
AS14.12,2014-04-16,appCat.other,62.984
AS14.12,2014-04-16,appCat.social,1828.739
AS14.12,2014-04-16,appCat.travel,129.132
AS14.12,2014-04-16,call,3.0
AS14.12,2014-04-16,circumplex.arousal,0.0
AS14.12,2014-04-16,circumplex.valence,1.0
AS14.12,2014-04-16,downtime,933696.835
AS14.12,2014-04-16,mood,7.0
AS14.12,2014-04-16,sms,2.0
AS14.12,2014-04-17,activity,3.1454792640182117
AS14.12,2014-04-17,appCat.builtin,1108.736
AS14.12,2014-04-17,appCat.communication,1762.53
AS14.12,2014-04-17,appCat.entertainment,434.02
AS14.12,2014-04-17,appCat.finance,49.768
AS14.12,2014-04-17,appCat.office,125.091
AS14.12,2014-04-17,appCat.other,49.81
AS14.12,2014-04-17,appCat.social,3914.188
AS14.12,2014-04-17,appCat.travel,262.063
AS14.12,2014-04-17,appCat.utilities,5.022
AS14.12,2014-04-17,call,2.0
